source,grade,value_mean,value_std,value_p90,value_p95,saturation_mean,saturation_std,gray_mean,gray_std,hue_sin,hue_cos,chromatic_fraction,yellow_candidate_ratio,lab_L_mean,lab_L_std,lab_a_mean,lab_a_std,lab_b_mean,lab_b_std,highlight_candidate_ratio,highlight_largest_ratio,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_entropy,lbp_entropy,edge_density_proxy,lbp_00,lbp_01,lbp_02,lbp_03,lbp_04,lbp_05,lbp_06,lbp_07,lbp_08,lbp_09,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17
WIN_20260823_20_08_46_Pro_jpg,A,149.78597772774742,38.07132455520947,196.0,204.5,26.16276569948086,29.745479950917215,144.49095907772656,42.054425171236915,-0.24812320434076585,-0.3344243884883734,0.16605809365640636,0.04537931049347923,59.56498718261719,16.641377449035645,-1.3707447946071625,2.0899670124053955,0.5013124942779541,6.680906057357788,0.010619788528916964,0.0009375663474087733,3.1967424081103526,0.5531452786573953,0.1596294966271947,5.925905407612689,3.2345906833016302,0.3261863859697526,0.08619451201177737,0.04869185811542644,0.03315559861663295,0.021430603708880773,0.020194453814659424,0.019323598608011156,0.021936541431498223,0.02646605545323161,0.02928274207576187,0.027926856999981677,0.024278652111639314,0.021739641182436112,0.01825983073260472,0.022881328532430342,0.030027018550870206,0.046331318347934705,0.08382712869430455,0.4180522610119185
WIN_20260823_20_09_56_Pro_jpg,A,135.9427113022476,37.80627612101648,186.0,195.0,21.798262921871096,24.328894884313577,132.59357493773388,40.24860212942079,0.12227183709501792,-0.008203986416788454,0.11243155851449177,0.04961795319870133,54.9260368347168,15.974582195281982,-0.9990151226520538,1.850299894809723,2.051445424556732,5.536235451698303,0.0044525671425776564,0.00039263812809282324,3.210627386007027,0.532029615923812,0.1490540149831085,5.985539894855038,3.1460507223929444,0.3522748179367512,0.09173374590748518,0.05038070969027482,0.03406647231305529,0.023445739129840316,0.01740311575018262,0.01542241951144577,0.021362007427903076,0.02283202527682722,0.023277682873055483,0.022275829818138825,0.018631548802843283,0.017848773346410884,0.016967964026284588,0.02108541143509412,0.030912863289546465,0.05141257234223045,0.08903029340639389,0.4319108256529877
WIN_20260823_20_10_03_Pro_jpg,A,151.45600293739284,44.41506337532698,206.0,215.5,29.12822860764461,36.86057664143265,145.76620495908747,48.80002281138795,-0.22305734125805604,-0.2728544509590569,0.2023495653430338,0.057684878009534625,59.89471435546875,19.221561431884766,-0.9723652005195618,2.1892274022102356,0.5388763248920441,7.740029811859131,0.05213935868291838,0.03779221024442425,3.0219770707825497,0.5771257597483538,0.15137813858594945,6.07292201906419,3.3775538614850014,0.30986727549017434,0.08425598910422655,0.0449522283712083,0.031180018340233498,0.025233419287784865,0.020679762611373408,0.020027879781986016,0.026947110510168813,0.03307070841409522,0.034761905348304346,0.03376708724417878,0.028582872159377777,0.023586903070141954,0.024702976880961704,0.02609561139721547,0.03535804503290816,0.044167411687342534,0.07699388467326226,0.3856361860852303
WIN_20260823_20_10_07_Pro_jpg,A,140.5157494353976,45.52491263750584,198.0,209.0,23.136574349221444,29.721177608561312,137.47652442648283,47.55804677794747,-0.00492785978833722,-0.0828067606534652,0.116248662783787,0.053964103173659815,56.68899154663086,18.890544891357422,-1.2445991039276123,1.5279951095581055,2.6326498985290527,5.423723220825195,0.018067276833472007,0.0030904552478307383,2.7251234561802375,0.5719139025784264,0.1468527525973174,6.120580103400346,3.371258089674932,0.32842030191370497,0.08154047307738024,0.0446927374301676,0.035659099013431596,0.025555687626292643,0.026031142279805065,0.020920004754546535,0.02591227861642696,0.02745750624034233,0.02817068822061096,0.02840841554736717,0.024723641982645907,0.024723641982645907,0.025080232972780222,0.02840841554736717,0.040294781885177704,0.041364554855580646,0.08189706406751456,0.3891596338999168
WIN_20260823_20_10_24_Pro_jpg,A,156.27408362663095,47.2736259289871,217.5,228.5,26.931501748170085,31.744545102439282,151.95729983038535,49.55836694163747,0.2557782882619437,0.2551069456059428,0.170278422891163,0.11037421821278452,62.26675224304199,19.24931240081787,-0.9913796186447144,1.8331927061080933,3.268346667289734,6.86655855178833,0.09246718324616991,0.02373200310774809,5.133962056919412,0.4714642582438961,0.12423462560514223,6.546061911812735,3.1412934902936365,0.3523353173195829,0.09110581345125048,0.05592218618594275,0.02759631947195633,0.022600847554180667,0.017090081279755573,0.019530273975954412,0.021157302520131285,0.020852430323429386,0.023304341744205904,0.022262219664011602,0.02150834937501097,0.018076410697593224,0.020161355098114765,0.02010276147522637,0.031086151532129527,0.04764030196661206,0.08769871270325397,0.4323041409812407
WIN_20260823_20_10_28_Pro_jpg,A,150.84625548617575,38.86093010324022,197.0,206.42500000000018,27.046166365215992,33.20061005766532,145.63502856092492,43.214405184506646,-0.13089334628929028,-0.17670484376858914,0.17867498948380778,0.0605828315431577,60.00252914428711,17.00458335876465,-1.1661929190158844,2.267083764076233,1.2221779525279999,7.126679182052612,0.009373498691473327,0.002061313203935635,3.4286659012798615,0.5261683609379524,0.15403042334349926,5.983311195195984,3.2443679872817723,0.3425620477846053,0.08478700806251907,0.05161702939915973,0.03272602792009656,0.020470860763274368,0.022193272625521208,0.02229687050901431,0.021726255122058495,0.0271973080708276,0.02749366530504519,0.024601431138316934,0.02189643155194333,0.023727966068053108,0.0202771337338293,0.02304822802723435,0.030313312315651576,0.04672260044707657,0.08182073522158809,0.41708386371879025
WIN_20260823_20_10_47_Pro_jpg,A,138.03769004727226,45.97323405887524,196.0,205.0,31.25578126996295,30.8465332659332,133.9729142711128,47.79921895328896,0.21222239898838924,0.09912432819229951,0.21029768749201483,0.10962054426983518,55.3643913269043,19.00759506225586,-1.6510616540908813,2.257333278656006,4.436220169067383,5.800018787384033,0.006899195093905711,0.0007665772326561902,5.143164225688395,0.4935750044500531,0.1286728085748667,6.4374628725284,3.344768439232813,0.34828158937012904,0.08675099016225885,0.04484476811038712,0.03475150121374729,0.028363357608279034,0.019292193688514116,0.020697585281717133,0.02491376006132618,0.026319151654529194,0.02900217196882586,0.028107831864060306,0.02746901750351348,0.021464162514373324,0.024785997189216813,0.02900217196882586,0.03743452152804395,0.04369490226140284,0.07857416634725949,0.3945317490737192
WIN_20260823_20_10_54_Pro_jpg,A,149.5091159506629,45.817290772453696,208.0,216.5,26.167207402925314,30.454304152177247,145.33187086178697,48.711221411141196,-0.015417138945642256,-0.1564117844931145,0.19888289250437002,0.08084333413082052,59.771175384521484,19.092243194580078,-1.5142022967338562,1.848085641860962,2.207680583000183,6.459495782852173,0.041473367669233346,0.006694536738416404,4.199812244814392,0.5008654593717909,0.12795076283776335,6.394175184473,3.33015251429147,0.3456866917546322,0.08765723773233745,0.04949597778114888,0.03400494184528813,0.026874474129989202,0.023211104805800766,0.02024478947826186,0.019755989416880504,0.027400474712150256,0.0304523167469334,0.028499156371024258,0.025227077398782702,0.02332349472354711,0.022179778262033847,0.026430708871247117,0.034052873854049044,0.047252328146552586,0.07758027197354941,0.3963570037504235
WIN_20260823_20_11_03_Pro_jpg,A,149.75642825578126,40.02714173454247,200.0,209.5,27.09420530863425,29.5393987193843,144.72321946055666,43.556287517082794,-0.06582930944227086,-0.22899760658165744,0.19871026940390327,0.07374121773463979,59.68408966064453,17.083316802978516,-1.6388002634048462,2.0922664999961853,1.443167045712471,6.979797840118408,0.02239944150998857,0.003329172463582459,3.933202079264405,0.5139236120272004,0.14205598069823078,6.203242070747663,3.3010077136521123,0.3424186073300821,0.09110533157365286,0.0523446749308094,0.030655689517686678,0.02303852727057868,0.02064523272568746,0.020464339161530128,0.021652927852107394,0.028405205158684055,0.027623458169356338,0.026606617073865864,0.022669768947597868,0.021718598094738736,0.0231919829275244,0.026283737553388725,0.03696671602113603,0.04577329118839008,0.08214380124746648,0.3987101005857988
WIN_20260823_20_11_11_Pro_jpg,A,133.23534306849592,36.28768077366987,179.0,189.0,28.601772459595153,27.905853032271327,128.7735440204784,38.54749360138962,0.06241441124230576,-0.04011227374512895,0.23646032431476277,0.11268655149975862,53.505550384521484,15.424904823303223,-1.2927500009536743,1.9229915738105774,2.378433406352997,6.652192115783691,0.0037772087067861715,0.00044814340588988477,3.0478538351466824,0.5785099573974106,0.16885670946786663,5.7615408678176845,3.577342265162612,0.31003826556345876,0.0792456546464119,0.04123241321673039,0.03274621904156553,0.027180492123228282,0.026774166332621634,0.027943877581172942,0.034246731674173934,0.03754240605760356,0.048898823176496214,0.04032948286568047,0.03614287114611038,0.030535326612489894,0.026839969977723765,0.028813906109671793,0.036483393291614895,0.03954746085355622,0.06964663707506567,0.33585016821808256
WIN_20260823_20_11_17_Pro_jpg,A,147.85220753262877,41.32756713013998,199.5,207.0,32.22152200553472,32.50928910675553,142.00342675876118,44.844944506974386,-0.026234407244247512,-0.13819644849132126,0.2722885667754062,0.11166183855410108,58.576480865478516,17.684885025024414,-1.4286213517189026,2.360543966293335,1.9978521466255188,8.204584836959839,0.02107812153976062,0.0009790147612949117,5.339627471127408,0.4724800168062546,0.13329549935413879,6.37060569747794,3.138247279148386,0.3429475178503481,0.09467491076896908,0.056430343189475735,0.028827780658721887,0.018454966701624574,0.014888141592236141,0.017946371915710017,0.01748361451531935,0.02195807508384652,0.024623650213254293,0.026424873077383997,0.021132035693516883,0.020377375605343424,0.017241380500555292,0.023183155147400332,0.030959219085582815,0.05054348366339012,0.08309872737745541,0.43175189521021407
WIN_20260823_20_11_29_Pro_jpg,A,142.30233667143537,44.99501545302209,199.0,209.0,34.19472261961533,28.097137364619712,137.30154188523287,47.71540600895961,-0.11394240038371883,-0.3756841162770634,0.24018439039898268,0.07534573199809251,56.780242919921875,19.01824378967285,-2.8457021713256836,2.1816630363464355,3.5477218627929688,7.015815258026123,0.016213638531235097,0.0015895724050230488,3.959761804497116,0.4988906847723783,0.13007003217611562,6.4044700794223965,3.385885256410158,0.36321729454776663,0.07868383404864092,0.046415514226673026,0.0392624384040693,0.02543315848036878,0.024002543315848036,0.023843586075345733,0.024002543315848036,0.03179144810046097,0.030837704657447146,0.031473533619456366,0.027340645366396438,0.02145922746781116,0.023207757113336513,0.028135431568907965,0.03544746463201399,0.04403115561913845,0.07741217612462248,0.3872198378636147
WIN_20260823_20_11_31_Pro_jpg,A,151.53305984555985,43.399803125974195,203.5,212.0,30.101047476047476,28.764321051246405,146.94886851136852,46.035898384099625,0.072560755026879,-0.12660019855270366,0.21431252681252683,0.09286071786071787,60.54377555847168,18.1335506439209,-2.475684881210327,2.257713198661804,3.791161894798279,7.021592378616333,0.03319390819390819,0.004611754611754611,4.183151468740229,0.5025112737353863,0.1394767926178533,6.280661903460599,3.267896354967969,0.34818747318747323,0.08456670956670956,0.05056842556842557,0.03326540826540827,0.021405333905333904,0.018724081224081222,0.022477834977834975,0.022978335478335478,0.02969040469040469,0.029931717431717433,0.030771843271843274,0.02187008437008437,0.01967145717145717,0.01942120692120692,0.02453346203346203,0.0338999713999714,0.0460996710996711,0.07870370370370369,0.41142034892034895
WIN_20260823_20_11_34_Pro_jpg,A,156.04420579457332,41.402982248969806,204.5,214.0,31.125840438043973,29.79613312184879,150.5087626792619,44.99146448461086,-0.07536025296771656,-0.25080212468502805,0.22645884910507502,0.08521580645236143,61.89398765563965,17.68465805053711,-2.114502489566803,2.0778942704200745,2.4135111570358276,7.579468011856079,0.031690832558950575,0.0058970102911266005,3.28863000766755,0.5321487061522814,0.1517804409261549,6.0694367474100215,3.39436611962978,0.350547608734913,0.07994198114416898,0.05122101186654911,0.0329490736582464,0.026138283225264985,0.020107422013727956,0.024547607942560806,0.02914644824460319,0.03176655878791851,0.03488803016779019,0.03201371606886242,0.029457304980482386,0.022868429752122242,0.02472314224685381,0.02613314708529575,0.03360351410451952,0.041755473781038346,0.07715382119475275,0.38158503373524266
WIN_20260823_20_11_36_Pro_jpg,A,142.21843629899155,42.55322599629912,197.0,206.5,43.09399975380326,40.372948140263304,135.13881339566052,46.43160964563813,-0.04110039498125925,-0.24984676827135904,0.40664595310111973,0.22439481963690777,55.871986389160156,18.518766403198242,-1.87199068069458,2.8014761209487915,2.2309476137161255,9.255149364471436,0.01151873013639939,0.001553597350027817,4.894861258325036,0.5011191264105059,0.14463148210709276,6.249628977650238,3.406721761940558,0.3310523631689677,0.08249093548366468,0.049538461046559956,0.03300986705376041,0.021420315387615983,0.02127755325203512,0.02289805536549025,0.029053373534809662,0.0303973039858293,0.03851716023251204,0.03647396709276821,0.03145403155155104,0.024177319205264135,0.02233819758407459,0.0218418873378139,0.03463540500962406,0.042487642202597535,0.08106779043221915,0.37692073424180994
WIN_20260823_20_11_39_Pro_jpg,A,154.02548524145095,41.64622296007911,204.0,213.0,33.6821605623271,37.567616551549534,148.00975878412214,46.32468529793942,-0.11620876001203952,-0.2510787631853212,0.23424350542498784,0.08288765025152929,60.86323547363281,18.2476167678833,-1.6418473720550537,2.4158241748809814,1.7815011143684387,7.949201822280884,0.028820830998139556,0.0050139439986328395,3.7916383064009063,0.5130723601169446,0.144314064167338,6.199484855631697,3.2431855387571664,0.35039899164404853,0.0889644276915798,0.05101160221283087,0.03064157319050778,0.02386927491953376,0.01995144786989283,0.02079786388537936,0.021926741955055326,0.027665535077160276,0.027868892830836947,0.023149052651374662,0.021325176137665363,0.020160626506060063,0.023130843736917008,0.025348077578930796,0.030143141470578796,0.04934862086129658,0.08447585565106944,0.41022124577333036
WIN_20260823_20_11_42_Pro_jpg,A,151.20719606231995,40.712656682103045,197.5,205.0,35.98129032940238,40.920379064566085,144.4747450286838,46.04885704037618,-0.15630764156812793,-0.2526532850960326,0.2528648420884442,0.07884457545594023,59.52395820617676,18.263760566711426,-1.3139414191246033,2.630576729774475,1.5621098577976227,8.467395305633545,0.009725590987095613,0.0012631080454584553,3.2499722412519327,0.5502611037149586,0.16363193226241476,5.98280175195401,3.364356907735906,0.33902300863854495,0.08273943209009309,0.04650832756633479,0.03202851287854037,0.02174517293537876,0.02190188818377243,0.02194881847531796,0.026173732338119992,0.035773754466231336,0.038149512680960646,0.03366748467122592,0.025217797417242803,0.023707101754781704,0.021980245807969263,0.02373852908743301,0.03465498739637536,0.04143086589567668,0.07986565089849734,0.3887681854560485
WIN_20260823_20_11_44_Pro_jpg,A,138.31635157483643,41.80019843029519,192.0,201.0,32.57091347106166,34.640806938309474,133.57521028191766,44.70766503428745,0.09168958197767038,0.015504356404095948,0.23411795719221112,0.1238808607091327,55.244985580444336,17.81656551361084,-1.2176933884620667,2.0420896410942078,3.2694826126098633,6.919618129730225,0.0046934303242542694,0.0006639945993603641,2.881983450561953,0.5579071809941234,0.15245704549579356,5.986592749789961,3.5150034452471868,0.33560407443863216,0.07620243937419281,0.04259147907641037,0.030283409279525338,0.024133835782203378,0.024529910069057036,0.027132842316311488,0.03492581062477134,0.04500832273924722,0.050792134035536673,0.040953463388415795,0.034420954475972,0.02714042033776677,0.023079327746265886,0.027636353684324995,0.03233736203003455,0.03879274594713965,0.07044068975187631,0.34959849934094833
WIN_20260823_20_12_08_Pro_jpg,A,143.43817320749315,39.6021287326201,193.0,200.5,31.011654414301688,29.1331165173017,138.6637551910296,42.249961463475756,0.07922100062264004,-0.1009108869139681,0.25333549268409733,0.1362488773858622,57.23309135437012,16.730984687805176,-1.5792484283447266,1.8729493021965027,2.6875985264778137,7.044595241546631,0.006314834354693072,0.0008754186338696651,3.1136661112889366,0.5448969160972341,0.15335681613520186,5.940003354605901,3.488763891961386,0.34552662268724765,0.07843112071317955,0.04195954951342663,0.03250790605091427,0.027233988201291214,0.023886310536932548,0.025719098763394233,0.030655789051189784,0.04319823762120002,0.04558071791978422,0.038930251957019296,0.03122688716971737,0.024404691516325287,0.02441459656265,0.025791144675791876,0.03332693431875118,0.03901379886949729,0.07574639717239554,0.3579725793865397
WIN_20260823_20_12_19_Pro_jpg,A,147.58584877633132,38.38999803565724,196.5,204.5,31.54022361876848,28.447791298346523,142.46646815439368,41.064426145828335,0.19242527529248668,0.0634406294672649,0.2682992361254729,0.15849133665017343,58.8349494934082,16.14222002029419,-1.684754729270935,2.1322463154792786,3.5613995790481567,7.688838958740234,0.0050800393425150855,0.0008194718164209634,2.9174411373491385,0.5512750372735836,0.15545252517310626,5.890984208650085,3.5686674156248976,0.3319062849650197,0.07906516059299841,0.040413040929636504,0.03927876493976985,0.028817209594064135,0.02529536706151493,0.026481629177352528,0.03470167844199283,0.04177240940575912,0.04326918869944935,0.04041693705210195,0.03564570008920229,0.028102958301831273,0.02625957541444341,0.029210188393030044,0.03538670251132958,0.0383549299982794,0.07110668110358664,0.3364218782936578
WIN_20260823_20_12_29_Pro_jpg,A,144.06429927887604,36.991778166997236,190.5,200.5,24.655489766186495,24.226588635000294,140.4508308688214,38.94239519935304,0.23038033676634562,0.10139364741181613,0.1750110262739819,0.10573358714165079,58.1099967956543,15.272889137268066,-1.628359854221344,1.6869384050369263,3.5427767038345337,5.738698244094849,0.013756853992170309,0.0044618274349515746,1.7473441978090956,0.6263295990297745,0.1794046194423883,5.517937080873791,3.7759812565595112,0.3048469560704205,0.07131593448189882,0.029909968730955902,0.035077534197456746,0.03369388276255338,0.03305316302463784,0.03599212172253187,0.04149400645267723,0.05660226167617444,0.0667609816415834,0.05125357718316458,0.04417774127672012,0.03626608367086977,0.03603859026403548,0.03304388814857278,0.035625316852365065,0.02946425679335237,0.05972238648116664,0.2705083046392836
WIN_20260823_20_12_34_Pro_jpg,A,136.42613825129234,36.08832385572571,180.5,187.5,28.487389308661704,26.229252079096366,131.96490036765027,38.43834666377041,0.15211716298621134,0.03353664962272656,0.22981889277504902,0.12808860686559131,54.79158973693848,15.331717014312744,-1.4523434340953827,1.9329249858856201,2.803250789642334,6.386749982833862,0.0009329601492736239,0.0005997600959616154,2.091785725978245,0.625384000071509,0.18522248649193665,5.48093181563532,3.7733446467760867,0.2886429726046169,0.06542720942154928,0.03265558396671528,0.03259924012277324,0.03336907142863371,0.03136061462011404,0.03314832429718936,0.04514040718220345,0.056831452958155775,0.06843295226784307,0.05975690582683216,0.04545405458014748,0.03599788066655572,0.034862686363132986,0.035486627358786396,0.03059309743641547,0.029312012822785664,0.058743420933924706,0.2708284577462422
WIN_20260823_20_12_38_Pro_jpg,A,139.09038006945838,38.9421419047746,190.5,199.0,29.98922388285724,29.382147475907892,134.14581363398307,41.51431599974761,0.07645470344398277,-0.030329786527615893,0.24328292587614236,0.1251990010654573,55.55863380432129,16.453349113464355,-1.2285620830953121,2.0109357237815857,2.5929882526397705,7.0064857006073,0.004262825224165809,0.0013964427458474202,3.4378190473146013,0.5281724017538494,0.15274163803618362,5.966309974008007,3.3976942118077655,0.3374356342838396,0.08260866147923204,0.04918773380648471,0.03424370093409946,0.025754886459470213,0.020625117105961335,0.02316138896572957,0.022885462355263356,0.0335623767350827,0.03557791147592797,0.03086230120855102,0.028737146809026243,0.026539747065389547,0.024808187130945465,0.029335674182972855,0.03397403253619138,0.04403489654690135,0.07570870623419987,0.3783920689685709
