source,annotation,class_id,grade,part,value_mean,value_std,value_p90,value_p95,saturation_mean,saturation_std,gray_mean,gray_std,hue_sin,hue_cos,chromatic_fraction,yellow_candidate_ratio,part_width_px,part_height_px,part_aspect_proxy,foreground_fraction_proxy,foreground_area_px_proxy,texture_processing_scale,lab_L_mean,lab_L_std,lab_a_mean,lab_a_std,lab_b_mean,lab_b_std,highlight_candidate_ratio,highlight_largest_ratio,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_entropy,lbp_00,lbp_01,lbp_02,lbp_03,lbp_04,lbp_05,lbp_06,lbp_07,lbp_08,lbp_09,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_entropy,edge_density_proxy,darkline_candidate_ratio,darkline_skeleton_pixels_proxy,darkline_width_px_proxy,part_solidity_proxy
1000094978_jpg,4,2,A,Tail,138.81319322825453,39.32208835642473,190.0,198.0,27.584938704028023,38.29549815419981,132.50496205487448,45.85455194976863,-0.8926951782046163,-0.4416721783026607,0.18155283129013428,0.0,92,74,1.2432432432432432,0.3250587544065805,2213.0,1.0,54.64617919921875,18.5942325592041,0.7560839653015137,3.8530895709991455,-1.480507493019104,7.765399932861328,0.0,0.0,1.1331742950037336,0.6933959095222811,0.18992896242009824,5.334353522358573,0.047285464098073555,0.03269118505545826,0.023350846468184472,0.02626970227670753,0.021015761821366025,0.03210741389375365,0.04495037945125511,0.07880910683012259,0.10215995329830706,0.09281961471103327,0.047285464098073555,0.02918855808523059,0.01926444833625219,0.030356100408639813,0.030356100408639813,0.03677758318739054,0.04144775248102744,0.2638645650904845,3.700617495035479,0.2183304144775248,0.15236427320490367,129,2.294525623321533,0.8872998932764141
1000094978_jpg,5,2,A,Tail,123.25432236475181,24.88519124796252,155.0,162.0,31.523145566090353,15.821919066768926,119.72615727830451,25.077220875077593,0.7311490218580766,0.6382483824674888,0.29726715002788623,0.2933630786391523,93,64,1.453125,0.38289650537634407,2279.0,1.0,50.1956672668457,10.149949073791504,-1.3325432538986206,1.4181907176971436,6.558256149291992,4.052276611328125,0.0,0.0,1.7673457390040108,0.6411749257509795,0.2382254279603911,4.864927475302725,0.0780814277746793,0.03234802007808143,0.0384829894032348,0.03680981595092025,0.03625209146681539,0.044060234244283326,0.042387060791968766,0.04573340769659788,0.04127161182375906,0.0373675404350251,0.03904071388733965,0.03904071388733965,0.026770775237032907,0.03904071388733965,0.03904071388733965,0.024539877300613498,0.06971556051310653,0.29001673173452314,3.726916425956886,0.3034021193530396,0.22085889570552147,202,2.3326117992401123,0.9139197984463573
1000094979_jpg,0,1,A,Head,160.25069551777435,36.61558390676164,207.0,216.0,58.71190108191654,39.61821467580798,152.05378670788252,38.37173838089456,0.700203762637511,0.6200103968824499,0.6234930448222565,0.5965996908809892,90,60,1.5,0.7205555555555555,3891.0,1.0,62.8118782043457,14.877199172973633,-2.121039390563965,2.4030375480651855,14.58556842803955,9.39402961730957,0.029057187017001544,0.01267387944358578,3.170376562055909,0.5426682615758325,0.15610782438181248,5.847401151529076,0.078516228748068,0.03802163833075734,0.03554868624420402,0.028438948995363214,0.022565687789799074,0.02936630602782071,0.03833075734157651,0.03585780525502318,0.03894899536321484,0.04142194744976816,0.026584234930448224,0.02287480680061824,0.02009273570324575,0.030602782071097373,0.029984544049459043,0.03863987635239567,0.06769706336939722,0.3765069551777434,3.440489088892042,0.32457496136012365,0.34961360123647606,713,2.122860908508301,0.9534943145521911
1000094979_jpg,1,1,A,Head,129.55220522052204,36.97457858899371,183.0,198.0,45.93384338433843,29.929344301285727,124.06300630063006,38.423484576750226,0.6486539387036423,0.6168524706360884,0.5486048604860486,0.5198019801980198,70,49,1.4285714285714286,0.7868804664723033,2699.0,1.0,51.70124816894531,15.172236442565918,-0.9936712384223938,1.6457966566085815,8.612138748168945,6.077164173126221,0.0031503150315031502,0.0009000900090009,3.2140896177385767,0.5432563199161464,0.1590215488528774,5.909795045428673,0.07605760576057606,0.043654365436543656,0.03915391539153915,0.024302430243024302,0.024302430243024302,0.023402340234023402,0.0306030603060306,0.03735373537353735,0.029252925292529253,0.03285328532853286,0.025652565256525654,0.022052205220522054,0.01845184518451845,0.02115211521152115,0.031053105310531053,0.05490549054905491,0.06570657065706571,0.4000900090009001,3.345561022754835,0.3321332133213321,0.3465346534653465,478,2.1690115928649902,0.963093471810089
1000094979_jpg,2,0,A,Body,156.97687018128778,30.42566814478696,191.0,197.0,30.36507605751198,36.04135751177195,150.61471139820796,35.902459258721954,-0.05391991148212265,-0.14028738362947848,0.22713065221921233,0.09814544696811836,112,80,1.4,0.6472098214285714,5799.0,1.0,62.1471061706543,14.046082496643066,-1.575357437133789,2.239764928817749,1.584220051765442,9.737802505493164,0.00020837674515524068,0.00020837674515524068,1.5923803502241336,0.6254216431341325,0.20354405183783522,5.184732628837291,0.08751823296520109,0.045217753698687226,0.03459053969576995,0.023129818712231714,0.017295269847884976,0.01875390706397166,0.026463846634715564,0.03313190247968327,0.0379245676182538,0.030631381537820378,0.0312565117732861,0.023546572202542197,0.021046051260679308,0.027297353615336528,0.03396540946030423,0.04459262346322151,0.07147322358824755,0.39216503438216294,3.3567133980941777,0.3048551781621171,0.23817461971244008,792,2.044949531555176,0.8822492790772188
1000094979_jpg,3,0,A,Body,149.68261692349284,40.70312803206326,202.0,212.0,17.87699378210327,20.3872222237418,146.3375236550419,42.624228380308246,-0.24656559112149637,-0.3375945468774578,0.09137604758042714,0.0267639902676399,126,109,1.1559633027522935,0.6185379350516965,8495.0,1.0,60.22886657714844,16.704654693603516,-1.0190000534057617,1.4150158166885376,0.9053249359130859,4.625531196594238,0.025682616923492836,0.0056772100567721,2.342310419963777,0.5984850518865403,0.16436972237859201,5.843076722670628,0.07948094079480941,0.04555285212219519,0.03595566369288997,0.02784536361178697,0.028521221951878888,0.02500675858340092,0.028386050283860504,0.026358475263584754,0.02946742362800757,0.02825087861584212,0.027575020275750203,0.026493646931603138,0.02825087861584212,0.031630170316301706,0.03838875371722087,0.04352527710191944,0.07853473911868072,0.3707758853744255,3.4494503831131174,0.3185996215193295,0.3012976480129765,1441,2.125459909439087,0.95327645249289
1000094979_jpg,4,2,A,Tail,129.99837133550488,30.90531400632481,164.0,169.25,27.4621335504886,21.92909879474282,126.5793973941368,31.985278305829407,0.5745631680444209,0.5135681783604824,0.23534201954397393,0.20806188925081434,122,55,2.2181818181818183,0.49493293591654247,3321.0,1.0,52.81365966796875,13.008964538574219,-1.574670433998108,1.553890347480774,5.117002964019775,5.3221940994262695,0.0,0.0,1.3384284271646174,0.6519887927966584,0.22280065491429935,4.9533827347011306,0.07980456026058631,0.04356677524429967,0.033387622149837134,0.024022801302931596,0.021986970684039087,0.023208469055374593,0.03175895765472313,0.041530944625407164,0.046416938110749185,0.03298045602605863,0.030537459283387622,0.023615635179153095,0.015879478827361564,0.021172638436482084,0.03216612377850163,0.046009771986970684,0.06718241042345277,0.38477198697068404,3.39445596664134,0.23452768729641693,0.20358306188925082,368,2.0304346084594727,0.6762956669498725
1000094979_jpg,5,2,A,Tail,133.4685108887581,31.08049381116616,174.0,182.0,27.738669805768097,20.36211281409978,130.84049440847556,31.78397668043665,0.738407872234491,0.5643925554521209,0.21306650971159505,0.20600353148911124,77,88,1.1428571428571428,0.35360094451003543,2396.0,1.0,54.53879165649414,12.577556610107422,-2.1692354679107666,1.3002675771713257,6.071512699127197,3.8330681324005127,0.0,0.0,2.7313576667764456,0.5524457777985554,0.1761729254580494,5.513925746576695,0.10064743967039436,0.04414361389052384,0.03531489111241907,0.022366097704532076,0.02118893466745144,0.02118893466745144,0.02766333137139494,0.02413184226015303,0.02942907592701589,0.022954679223072396,0.02413184226015303,0.02942907592701589,0.03001765744555621,0.024720423778693348,0.028840494408475574,0.04590935844614479,0.07533843437316068,0.392583872866392,3.3336325638029383,0.32783990582695705,0.329605650382578,398,2.032160758972168,0.6686979785969085
1000094980_jpg,0,1,A,Head,138.67889676113361,37.002945773936105,185.0,198.0,70.49291497975709,46.42350320912185,129.52302631578948,40.510307282277815,0.6434814634367045,0.5714794338312872,0.7047064777327935,0.6490384615384616,93,89,1.0449438202247192,0.592243566509605,4902.0,1.0,54.02663040161133,16.178691864013672,-1.606014370918274,3.0136148929595947,13.5947265625,11.291351318359375,0.008097165991902834,0.005566801619433198,2.7055798893063017,0.5778757548666564,0.16183489503156734,5.856878337194091,0.06781376518218624,0.044281376518218625,0.036690283400809716,0.029352226720647773,0.02909919028340081,0.036690283400809716,0.03618421052631579,0.0382085020242915,0.0513663967611336,0.03896761133603239,0.03289473684210526,0.021002024291497976,0.0215080971659919,0.035172064777327934,0.03643724696356275,0.04200404858299595,0.06756072874493928,0.3347672064777328,3.5913607421771907,0.3342611336032389,0.29681174089068824,734,2.124242067337036,0.9591632357850228
1000094980_jpg,1,0,A,Body,160.26957975167144,38.48788446184984,207.30000000000018,218.0,18.806351480420247,19.19005850754684,155.9202483285578,41.49364274773926,-0.3067028588889099,-0.29725067033999525,0.1444603629417383,0.04130850047755492,108,81,1.3333333333333333,0.5808184727937814,5081.0,1.0,63.94630432128906,16.09800148010254,-0.9145438075065613,1.76156485080719,0.2829960584640503,5.793106555938721,0.04536771728748806,0.0054918815663801334,2.734551660436494,0.5653060238049514,0.15919577264218138,5.842603486645649,0.08261700095510983,0.04871060171919771,0.02865329512893983,0.024116523400191024,0.0164756446991404,0.025549188156638012,0.025310410697230182,0.03008595988538682,0.035577841451766956,0.03510028653295129,0.025549188156638012,0.01862464183381089,0.026743075453677174,0.02889207258834766,0.03127984718242598,0.04393505253104107,0.07545367717287488,0.3973256924546323,3.3404418420869564,0.32688634192932187,0.30682903533906397,900,2.0746665000915527,0.8858540186398449
1000094980_jpg,2,0,A,Body,127.29939770740236,37.520254560172305,179.0,189.0,22.919759082960947,23.963437357739448,123.78434039246163,39.381409304914364,-0.223594887715253,-0.3324012249036645,0.1163784728968331,0.03555469205362347,86,94,1.0930232558139534,0.7354032657100446,5945.0,1.0,51.493431091308594,15.81994342803955,-1.1939388513565063,1.5497710704803467,1.171786904335022,4.855665683746338,0.0,0.0,2.4492613559906373,0.5831243875867715,0.16589394486962394,5.787355796152362,0.074217991062755,0.04196619389935885,0.03302894890227317,0.02817175053429182,0.026617447056537787,0.027394598795414806,0.027588886730134057,0.034777540314746454,0.040217602486885565,0.038663299009131534,0.03302894890227317,0.025063143578783757,0.02273168836215271,0.022925976296871965,0.03516611618418496,0.04196619389935885,0.07965805323489411,0.36681562074995144,3.4668571995267987,0.3277637458713814,0.28540897610258403,957,2.1191158294677734,0.9570713289009275
1000094980_jpg,3,2,A,Tail,131.03778778778778,33.829325248336964,172.0,182.0,22.744244244244243,18.05810758784149,128.64539539539538,34.64775748035125,0.5616733457760653,0.3021234175732982,0.11986986986986987,0.0970970970970971,107,141,1.3177570093457944,0.3282296016437993,4952.0,1.0,53.59248352050781,13.824923515319824,-2.0779178142547607,1.1602681875228882,4.0675950050354,4.1586785316467285,0.0,0.0,2.58758098527613,0.5635788338360722,0.16992212799933273,5.645096324994512,0.08708708708708708,0.0457957957957958,0.03803803803803804,0.024774774774774775,0.024774774774774775,0.02077077077077077,0.023023023023023025,0.03003003003003003,0.03628628628628629,0.03428428428428428,0.023523523523523524,0.02002002002002002,0.02077077077077077,0.026776776776776777,0.03953953953953954,0.04354354354354354,0.07407407407407407,0.3868868868868869,3.3733249874597373,0.32932932932932935,0.34209209209209207,817,2.182114601135254,0.689017760057992
1000094981_jpg,0,2,A,Tail,110.1923076923077,34.42281018819941,155.0,161.0,38.44960212201592,34.81363642957869,106.35632183908046,36.034667489729365,0.485417085577625,0.5000398298425959,0.30548187444739167,0.25552608311229,108,88,1.2272727272727273,0.33049242424242425,3141.0,1.0,44.573150634765625,14.844968795776367,-1.150295615196228,1.6416096687316895,6.016067028045654,5.731207847595215,0.0,0.0,1.3404655337608395,0.6580415702599226,0.1880676175346939,5.2301284709819305,0.06763925729442971,0.041998231653404064,0.032714412024756855,0.03094606542882405,0.021662245800176835,0.03183023872679045,0.03094606542882405,0.052166224580017684,0.07161803713527852,0.0614500442086649,0.03801945181255526,0.025198938992042442,0.023872679045092837,0.029177718832891247,0.03713527851458886,0.034924845269672856,0.0610079575596817,0.3076923076923077,3.6521111567439837,0.29619805481874445,0.16931918656056588,232,2.0465517044067383,0.6878759833410458
1000094981_jpg,1,0,A,Body,136.0385069690527,40.43891814190394,186.0,194.0,31.577840774864164,29.20168065294285,131.53933380581148,43.2768509237123,0.046176572096562424,-0.2617569883794175,0.2841956059532247,0.11646586345381527,103,85,1.2117647058823529,0.6197601370645346,5426.0,1.0,54.619102478027344,17.284223556518555,-2.4213876724243164,1.5815117359161377,3.0351996421813965,7.45140266418457,0.0018899125915426411,0.00023623907394283014,3.5072949320904514,0.5217413463915799,0.14270192249839359,6.097242037047043,0.09969288920387433,0.05362626978502244,0.028584927947082447,0.022206472950626034,0.020316560359083392,0.01653673517599811,0.014410583510512638,0.024096385542168676,0.030002362390739428,0.021733994802740374,0.01866288684148358,0.014410583510512638,0.01819040869359792,0.023387668320340185,0.03519962201748169,0.04488542404913773,0.09047956532010394,0.4235766595794945,3.164821904847271,0.3408929836995039,0.37751004016064255,1048,2.127075433731079,0.8213633838584239
1000094981_jpg,2,1,A,Head,132.62865391555394,43.6604169087724,186.0,214.0,96.14687838325514,54.835613463961266,119.96535546734032,46.25337259495123,0.6698481713870931,0.6890454587220138,0.8682785997834717,0.8004330566582462,76,76,1.0,0.588123268698061,3397.0,1.0,50.12622833251953,18.429813385009766,0.1813593953847885,5.005743980407715,18.787158966064453,8.069618225097656,0.041501263081919884,0.031757488271382174,5.034760715354032,0.47410858109311144,0.12670826477591787,6.499497568177416,0.07037170696499459,0.039335979790689285,0.03897509924215085,0.02959220498015157,0.027066041140382534,0.02309635510645976,0.031396607722843736,0.03536629375676651,0.04222302417899675,0.03680981595092025,0.031035727174305305,0.028870443883074703,0.031757488271382174,0.025261638397690366,0.03500541320822808,0.047997112955611695,0.06964994586791771,0.35618910140743415,3.520728943611161,0.3504150126308192,0.3955250811981234,631,2.189530611038208,0.953925165077036
1000094981_jpg,3,0,A,Body,151.5534141884034,41.576627796832874,203.0,211.0,27.44060475161987,34.57138768816318,145.1352384116963,46.96004727632696,-0.6125709810192542,-0.6397379379079893,0.21166306695464362,0.011962119953480645,113,95,1.1894736842105262,0.639869585468095,6869.0,1.0,59.652557373046875,18.549102783203125,-0.512393057346344,2.3892714977264404,-1.4323418140411377,7.166380405426025,0.020767569363681675,0.005981059976740323,3.545518195095105,0.5458018393891709,0.14852825103190295,6.2109257763545545,0.08190729357036053,0.0367170626349892,0.03538793819571357,0.030736002658248877,0.029074597109154346,0.026250207675693638,0.03223126765243396,0.03322811098189068,0.03505565708589467,0.0367170626349892,0.029074597109154346,0.02940687821897325,0.024256521016780195,0.035554078750623025,0.04286426316663897,0.038046187074264826,0.07526167137398239,0.3482306030902143,3.5337676892420724,0.3284598770559894,0.3430802458880213,1138,2.2568929195404053,0.966240150365069
1000094981_jpg,4,1,A,Head,120.25134353038446,34.09513708028112,165.0,175.0,51.98387763538652,37.386976547853386,114.79702356345598,35.20669105301875,0.7042709197491969,0.6734111306200888,0.5307978503513848,0.5134353038445638,69,54,1.2777777777777777,0.7855609232420827,2927.0,1.0,48.09389877319336,14.280086517333984,-1.2915009260177612,2.038752794265747,9.44748592376709,6.419274806976318,0.0,0.0,3.129077154103591,0.5446842209261664,0.16382782236464122,5.7904164860983895,0.07730467135179826,0.04464654816039686,0.033484911120297646,0.031831335262505166,0.029764365440264572,0.028110789582472095,0.029350971475816452,0.04299297230260438,0.04051260851591567,0.04051260851591567,0.029764365440264572,0.023563455973542785,0.028110789582472095,0.032658123191401406,0.03513848697809012,0.04257957833815626,0.07606448945845391,0.3336089293096321,3.5823843724171933,0.3336089293096321,0.35262505167424557,448,2.2356865406036377,0.9615711613671144
1000094985_jpg,0,4,B,Head,146.68169991326974,41.489245452009335,193.0,204.0,92.19427580225499,63.39266582170929,127.97441457068517,51.077486034039815,0.38493345891103115,0.581572226303548,0.8065915004336514,0.5377276669557676,66,81,1.2272727272727273,0.5916573138795361,3163.0,1.0,52.970855712890625,20.559097290039062,3.9614524841308594,6.422412395477295,10.373075485229492,17.833343505859375,0.013876843018213356,0.010841283607979185,4.756600184544201,0.4599728003825444,0.13567061329612823,6.427178018534241,0.09193408499566348,0.05680832610581093,0.032090199479618386,0.021248915871639202,0.014310494362532523,0.017346053772766695,0.014744145706851692,0.017346053772766695,0.020381613183000868,0.019080659150043366,0.015177797051170859,0.014744145706851692,0.014744145706851692,0.022116218560277536,0.029488291413703384,0.05030355594102342,0.08976582827406765,0.45836947094535996,3.020287534628991,0.3460537727666956,0.49653078924544664,740,2.1475508213043213,0.952018278750952
1000094985_jpg,1,3,B,Body,165.35367584445075,39.07809789199106,214.0,222.0,40.28101050241272,37.15169706533861,157.24269088844736,41.36264541576888,0.5807566298283623,0.7554228351791594,0.39909168322452454,0.33834799886460404,62,134,2.161290322580645,0.5208233028406355,4327.0,1.0,64.4255142211914,15.927286148071289,0.47122037410736084,3.1741647720336914,7.783343315124512,8.010988235473633,0.06698836219131422,0.015611694578484247,5.787874689809146,0.4243506450591727,0.1283023642198441,6.382307067823291,0.09792790235594663,0.059324439398240135,0.0286687482259438,0.01845018450184502,0.017882486517172863,0.01419244961680386,0.01532784558614817,0.0161793925631564,0.017030939540164634,0.015611694578484247,0.015043996593812092,0.013057053647459552,0.015895543570820323,0.017030939540164634,0.030087993187624184,0.046267385750780585,0.08827703661652,0.47374396820891285,2.9413923698042233,0.3658813511212035,0.536758444507522,1297,2.1837611198425293,0.8568146214099217
