image,source,split,original_sha256,crop_top_px,width,height,annotations,physical_fish_id
WIN_20260823_20_11_11_Pro_jpg.rf.934ad2c51275e01c558a3e9ed12a2d27.png,WIN_20260823_20_11_11_Pro_jpg,train,dfec06893743c0f3051c36676a3920e2a9779535fb73c5fb9ae980e957042d42,140,640,360,4,UNKNOWN
WIN_20260823_20_11_17_Pro_jpg.rf.0329cab6b5aa26bb1e0290d20608e014.png,WIN_20260823_20_11_17_Pro_jpg,train,8ebe661b097078198109fb21fdc9a0003c0aad23d02b7190b4c02c2cd8bd9bf6,140,640,360,5,UNKNOWN
WIN_20260823_20_11_29_Pro_jpg.rf.6fd5dd244bdcbedd481e820278eafa49.png,WIN_20260823_20_11_29_Pro_jpg,train,d03a357267b7ef6e34832f4a73969ca6b77eeb5a33e9ff49ea40f5a035c4ccd5,140,640,360,4,UNKNOWN
WIN_20260823_20_11_31_Pro_jpg.rf.14155eac1242400721c3782e5f8b7bb9.png,WIN_20260823_20_11_31_Pro_jpg,train,dab9194871c0b983e065d80231450fa24b0901d81da1edc1cc4c93df635aa7a2,140,640,360,5,UNKNOWN
WIN_20260823_20_11_34_Pro_jpg.rf.070048f4752c6a445cb1305582d40a56.png,WIN_20260823_20_11_34_Pro_jpg,train,fde915f9aedda9757413a23b351a69f0c928a1411dac2183f3573907ccec1fd0,140,640,360,5,UNKNOWN
WIN_20260823_20_11_36_Pro_jpg.rf.83e91d8adc8d588cfef53d3dc7389aa3.png,WIN_20260823_20_11_36_Pro_jpg,train,ec89a34e4cef87ffe7fb9b76659d68e19686c1ff01bc7637da02c8a1d1e61e1d,140,640,360,5,UNKNOWN
WIN_20260823_20_11_39_Pro_jpg.rf.0885f47572098ad79166d8ca473bb69f.png,WIN_20260823_20_11_39_Pro_jpg,train,a1ac710ef179df5e13f97a4744fc8f6364c39ca3f79418fbca8811219aa36be5,140,640,360,6,UNKNOWN
WIN_20260823_20_11_42_Pro_jpg.rf.369df7efeff191a0f71f1cdeafada2dd.png,WIN_20260823_20_11_42_Pro_jpg,train,d7517c4e0ea0d7fe348a410a3dc0174409f80fcade7a93a0878ae93dc4b00b17,140,640,360,6,UNKNOWN
WIN_20260823_20_11_44_Pro_jpg.rf.76946b68a4b09619db8bd6d2b1d6dc9f.png,WIN_20260823_20_11_44_Pro_jpg,train,026d61d7f6240f1562f49530286fdb39883a3872163d4f0efe1bf91d92018389,140,640,360,5,UNKNOWN
WIN_20260823_20_12_08_Pro_jpg.rf.46efb22f904ca2e91dfe7b42214ebc21.png,WIN_20260823_20_12_08_Pro_jpg,train,3e1041354b3dd8f4b2dcb24003e7ddbeb2f1dff07bc5f4811168bf8826d54f71,140,640,360,5,UNKNOWN
WIN_20260823_20_12_19_Pro_jpg.rf.0fd04834e5f8486258a5007ad6f5bb57.png,WIN_20260823_20_12_19_Pro_jpg,train,01fc274476f3788ae4cbc48af487b565d1c171b00c46a4e91f7dcd97be79ffae,140,640,360,5,UNKNOWN
WIN_20260823_20_12_29_Pro_jpg.rf.125625ebe3229ab5a85fa59088822cae.png,WIN_20260823_20_12_29_Pro_jpg,train,705fa628cd554c87f949642d2db0270a9b3d6c9eab46826e2894c3925fdcb81f,140,640,360,5,UNKNOWN
WIN_20260823_20_12_34_Pro_jpg.rf.a9df27daf4c6d019a87d609eb20a7812.png,WIN_20260823_20_12_34_Pro_jpg,train,3e80fe0294ea74b7abb828190860a637d2b181b20f076fa65a43649485965081,140,640,360,6,UNKNOWN
WIN_20260823_20_12_38_Pro_jpg.rf.3b20475a61fabec322d67b7f6a66ec61.png,WIN_20260823_20_12_38_Pro_jpg,train,9f19d24e937b2ad7f827d6d24e0a14380e309dffb8b8ba3d724e6027d615910e,140,640,360,6,UNKNOWN
WIN_20260823_20_12_43_Pro_jpg.rf.b08389e71a8593bdd3bd4e1ec983a9a5.png,WIN_20260823_20_12_43_Pro_jpg,train,10e7365c1937e677ae069aa0484c297c187c38af733dc7201d8a02b559becc6f,140,640,360,4,UNKNOWN
WIN_20260823_20_12_46_Pro_jpg.rf.8b4685ca427978b03ad4fc200820a783.png,WIN_20260823_20_12_46_Pro_jpg,train,86c43e5512189fa11a74500fe1d78f4c48a0f1bfa5f23cc7cf247f31cbbacc7d,140,640,360,5,UNKNOWN
WIN_20260823_20_12_49_Pro_jpg.rf.17f50763c5782a3076fedbf22223c974.png,WIN_20260823_20_12_49_Pro_jpg,train,a92b468e53a5cd82d891b4620c9f2006931a8ac847cdbc70792e496fa780f4f8,140,640,360,6,UNKNOWN
WIN_20260823_20_12_52_Pro_jpg.rf.247c2d1d58ac88f95d7978338eb731fe.png,WIN_20260823_20_12_52_Pro_jpg,train,0e1aaa76943636c5e4ba75fb7c4e0be8d5ca66bf426efa73c841e4afe61d38b1,140,640,360,5,UNKNOWN
WIN_20260823_20_12_57_Pro_jpg.rf.208680c91309814fc29709d786337fe4.png,WIN_20260823_20_12_57_Pro_jpg,train,a57bca85294ce80e23fad385d90fb8c6bb2eec1234b7a29b2f28fd42972ed4fe,140,640,360,4,UNKNOWN
WIN_20260823_20_13_02_Pro_jpg.rf.0bef30fa62dc6a279d829976cf750bea.png,WIN_20260823_20_13_02_Pro_jpg,train,12f1fa25865c8fd6561b20ec596a0ff604df84ed6bfbb649199a5d6b3053f936,140,640,360,5,UNKNOWN
WIN_20260823_20_13_06_Pro_jpg.rf.53374785eeffc40edd701ef8c2ec6597.png,WIN_20260823_20_13_06_Pro_jpg,train,2697427440329e5877d093e5cd3b2abb2763903971176c7b298769c9cebd54e3,140,640,360,5,UNKNOWN
WIN_20260823_20_13_10_Pro_jpg.rf.4807e1314377d4e6b1e2a63aefce99c1.png,WIN_20260823_20_13_10_Pro_jpg,train,38211e4e2c876915ae5184522c5bafc36127f701a07854e06fedc019e09a67e2,140,640,360,5,UNKNOWN
WIN_20260823_20_13_36_Pro_jpg.rf.23162596ba8ae5a905da1e62206b980d.png,WIN_20260823_20_13_36_Pro_jpg,train,ded80e91c278e335837af071d5a99c6a61cb9c42d0ff4a259b6f42f95cb488d4,140,640,360,5,UNKNOWN
WIN_20260823_20_13_50_Pro-1-_jpg.rf.0b246e4541673d0884efee48a6c4dec8.png,WIN_20260823_20_13_50_Pro-1-_jpg,train,267ad2d32d5676d11524fbe1ab7769843d7b0eb83f54f7b770e4bf47f36d32e4,140,640,360,3,UNKNOWN
WIN_20260823_20_13_56_Pro_jpg.rf.58f91851180a63af28e86309c1c110a1.png,WIN_20260823_20_13_56_Pro_jpg,train,9a16b06297b0ff2f08aa828b3cf9424ca0faf27da43f3ca0690fbe849af3c6d5,140,640,360,6,UNKNOWN
WIN_20260823_20_14_00_Pro_jpg.rf.1da5dcb833a0ad5f508d1d4e76818e6d.png,WIN_20260823_20_14_00_Pro_jpg,train,bcdbd9f1c8b7a33dab2357743352e440cab83c9e7502db1bdffc95150fb0adcf,140,640,360,5,UNKNOWN
WIN_20260823_20_14_07_Pro-1-_jpg.rf.2d00e9d6187bb0270f6bb76027deabaa.png,WIN_20260823_20_14_07_Pro-1-_jpg,train,12fe6089f981edce35f105c6210af54c3fbe03d1fa078a43036a15cff8390c19,140,640,360,6,UNKNOWN
WIN_20260823_20_14_12_Pro_jpg.rf.2822ee87e55ac545bac72c3f8e60f2d6.png,WIN_20260823_20_14_12_Pro_jpg,train,bef01ae3b4c8c496d1048e65226989a0aadc25944a92ce0516c3d23b0d486ec2,140,640,360,5,UNKNOWN
WIN_20260823_20_14_22_Pro_jpg.rf.8ccdcc7dc610b5a775a9cfbe14f56ed9.png,WIN_20260823_20_14_22_Pro_jpg,train,99e4ebf2f2b67e4b4193a66a225c4e9f7fd2fb4eeff5990008e7b62caaee77d2,140,640,360,5,UNKNOWN
WIN_20260823_20_14_26_Pro_jpg.rf.88106f52f15a915c8f4b071327250f1a.png,WIN_20260823_20_14_26_Pro_jpg,train,9a8146986da55a863defdcab3ecaae14cb9059c900d2b68f0b664f634e6d92b1,140,640,360,5,UNKNOWN
WIN_20260823_20_14_36_Pro_jpg.rf.209717ad483e0b767f9b9d3987455b3a.png,WIN_20260823_20_14_36_Pro_jpg,train,c08dbe0bf179926590042c8149fa426e27470b17faec85a4fa19b9f45fe7592b,140,640,360,6,UNKNOWN
WIN_20260823_20_14_44_Pro_jpg.rf.7d4bf5849a0712b0392e052253e1ebe7.png,WIN_20260823_20_14_44_Pro_jpg,train,21dafa35f97c9abfc29a622e63f7fa152e6b551c2c9d523dcb79e937b8869cd3,140,640,360,5,UNKNOWN
WIN_20260823_20_14_48_Pro_jpg.rf.456909667067a919c6bfc3ef8e803ccc.png,WIN_20260823_20_14_48_Pro_jpg,train,e4cf553584999abb961734d750d9281420aa7d9a81604baae5715e0ffff744e0,140,640,360,4,UNKNOWN
WIN_20260823_20_14_53_Pro_jpg.rf.2453b7a4af3da572e680cbf50ca0dede.png,WIN_20260823_20_14_53_Pro_jpg,train,4b650b973f83278d436bf3784dea5315cc3edeb67260418c88babc5596b5d69b,140,640,360,6,UNKNOWN
WIN_20260823_20_14_58_Pro_jpg.rf.f9e4b640a7b8f940ce839de4aec1af51.png,WIN_20260823_20_14_58_Pro_jpg,train,224f887de8bb9c8d19fb7f48e7645f74e80c9495e6cd7a6dd6ec517929016e69,140,640,360,6,UNKNOWN
WIN_20260823_20_15_10_Pro_jpg.rf.76f3ff8f29ab70ab98b50cb0bd1f6566.png,WIN_20260823_20_15_10_Pro_jpg,train,f6c2342de235bf54c55e39b14a61cd9eee1d3cbd64a43f4c69e725764b8da0ae,140,640,360,6,UNKNOWN
WIN_20260823_20_18_09_Pro_jpg.rf.231c5227e49ed8711d4680ff1a07f87c.png,WIN_20260823_20_18_09_Pro_jpg,train,93413ace1cf27b72cce0db5526ef2811953fe63defc301300f8f001398b91861,140,640,360,6,UNKNOWN
WIN_20260823_20_18_15_Pro_jpg.rf.0c0ae39fc92a8d4c520f3a79b1607155.png,WIN_20260823_20_18_15_Pro_jpg,train,ad9af39c5dc8ae4293f56136b88b675388cb6ab4d8774582cd66543d71cdf348,140,640,360,6,UNKNOWN
WIN_20260823_20_18_24_Pro_jpg.rf.4fe6f2f093672cd0c27bd9f3f6394020.png,WIN_20260823_20_18_24_Pro_jpg,train,02df31133a7f784bf2ea10a8fae275b91f613b4a143b03befb23b91bf9d28383,140,640,360,5,UNKNOWN
WIN_20260823_20_18_52_Pro_jpg.rf.4c943c73e4bb13a05ec76717750f0d37.png,WIN_20260823_20_18_52_Pro_jpg,train,4b14493607a57ef35c013e4700e4464c6a2ce081268aa21631f54de3abab7ac2,140,640,360,5,UNKNOWN
WIN_20260823_20_19_10_Pro_jpg.rf.06b8f835e3d37e20dc8a5d1a3bb4a2aa.png,WIN_20260823_20_19_10_Pro_jpg,train,589b3fa1fc2bcb349452d8929f2c05dd6059795b7a08bc8cfa123b4ee46fb212,140,640,360,4,UNKNOWN
WIN_20260823_20_19_15_Pro_jpg.rf.073a2120d5160903fbf05c537ee5f6f8.png,WIN_20260823_20_19_15_Pro_jpg,train,d28ce2ad30d6615e259e3584bdb65de91a1e9f1f79d97fbdd35b7659564c7e53,140,640,360,4,UNKNOWN
WIN_20260823_20_21_58_Pro-1-_jpg.rf.602c03026bc4cd9d2d234f5ecdaeaddc.png,WIN_20260823_20_21_58_Pro-1-_jpg,train,229d301ecbb0a8baaf2ad5d202c23097f84dd4815c6afbf29658267fb8201562,140,640,360,4,UNKNOWN
WIN_20260823_20_22_05_Pro_jpg.rf.603f972e631a811eddfb09657f6a7159.png,WIN_20260823_20_22_05_Pro_jpg,train,fa7b3c90d32510004a70d81d95080cff18e23e5c3a4b3bb584893549c76279cd,140,640,360,6,UNKNOWN
WIN_20260823_20_22_08_Pro_jpg.rf.3203b492fcc9919a27f83b8d1aadf608.png,WIN_20260823_20_22_08_Pro_jpg,train,b564ed29ff0138a0f15579220414b48f22bb7f4ace66052fe72fbb038fee9d31,140,640,360,5,UNKNOWN
WIN_20260823_20_22_16_Pro_jpg.rf.76a51943509613ba5afb882a34294b38.png,WIN_20260823_20_22_16_Pro_jpg,train,c9e6e1d238160bc55b8cbcc99eb55d815c1b3595e4511b93f32f239222291d2b,140,640,360,5,UNKNOWN
WIN_20260823_20_22_19_Pro_jpg.rf.58c09f2a91a464ca635090adff7dbb62.png,WIN_20260823_20_22_19_Pro_jpg,train,255f793c88425b5eed93d21ca8c75b00561729b47d03a307bff418047de9db33,140,640,360,4,UNKNOWN
WIN_20260823_20_22_23_Pro_jpg.rf.144d19bd2cd12f0c771f390b9bb99285.png,WIN_20260823_20_22_23_Pro_jpg,train,8b534274044ec264e8e77ea82a602061aca1eb6049ee9eac80b7257aae10c028,140,640,360,5,UNKNOWN
WIN_20260823_20_22_33_Pro_jpg.rf.1c4885a7c6aeacdac4188630b958ca32.png,WIN_20260823_20_22_33_Pro_jpg,train,ddc2c975c14553095dede6ab254bcad75eba58e86c566d96ef778df111fdc89a,140,640,360,6,UNKNOWN
WIN_20260823_20_22_41_Pro_jpg.rf.0e93b941fccf45e9b31997dc3ba8582d.png,WIN_20260823_20_22_41_Pro_jpg,train,08e7a22fdb860007adb545ba920b5620fcc8d17b39948047a9ef0907fc1163a1,140,640,360,5,UNKNOWN
WIN_20260823_20_22_48_Pro_jpg.rf.8f98d35c2b785ac109b0b1c2233c3974.png,WIN_20260823_20_22_48_Pro_jpg,train,1c2084c522022e7c5e7e7f15b256911de1a0a1bebe179eb91ffdc15fa4e4e0d5,140,640,360,5,UNKNOWN
WIN_20260823_20_22_53_Pro_jpg.rf.a2b7ca2706007d59d651fbef4edcaa11.png,WIN_20260823_20_22_53_Pro_jpg,train,a0cd7bfdf1da9557d7afcd979140f9dde6778e8b9189c70a2c1d73a4886deb5b,140,640,360,6,UNKNOWN
WIN_20260823_20_22_55_Pro_jpg.rf.119f3d7a8ddd7bca395d2a3e8ecc0010.png,WIN_20260823_20_22_55_Pro_jpg,train,02bef50681aafa41c3c0d99ad5b8345856e74712282beb4780cfd5943452f231,140,640,360,6,UNKNOWN
WIN_20260823_20_22_59_Pro_jpg.rf.2a25593a7072e4056ca463ff3f2ecafc.png,WIN_20260823_20_22_59_Pro_jpg,train,da0b10911e3f02b7bad4babcdbd11f0054f11ec2300e54d9aaa7978d2e35f4ed,140,640,360,6,UNKNOWN
WIN_20260823_20_23_03_Pro_jpg.rf.41bf4f4cf5b8703d81d8412b34fe0625.png,WIN_20260823_20_23_03_Pro_jpg,train,5ed4b952c8dc1504011d27dac6e6ae8b2bcd0447a7178e338add8b290241888f,140,640,360,5,UNKNOWN
WIN_20260823_20_23_07_Pro_jpg.rf.11d43fdbae75b19da10a2fec431b74c5.png,WIN_20260823_20_23_07_Pro_jpg,train,e96fdfa398cf77d640175cd2bed7df41819ecdae6039c47339d2f0dcbc1e1b92,140,640,360,4,UNKNOWN
WIN_20260823_20_23_14_Pro_jpg.rf.5cba6127bf214cf98c262be44d9f59db.png,WIN_20260823_20_23_14_Pro_jpg,train,1da08e2ad0a53e62be316674816ed009a5a1f41ca176bb98835589a81b3368d2,140,640,360,4,UNKNOWN
WIN_20260823_20_23_30_Pro_jpg.rf.114ec9035e8b5b071a097d0ae88f4e2e.png,WIN_20260823_20_23_30_Pro_jpg,train,8a94cfe0a1e0ee8f2c939051ee7c74647d93ec3c65faa722b261c54614c6e86b,140,640,360,6,UNKNOWN
WIN_20260823_20_23_37_Pro_jpg.rf.15af5b8ba8d9c135a99110b677f7f555.png,WIN_20260823_20_23_37_Pro_jpg,train,999285f18c88b78e84f16fa560f5d955ee1b81e93f6f442c77113ca262552fc7,140,640,360,5,UNKNOWN
WIN_20260823_20_23_45_Pro_jpg.rf.1256e4af6b24ed256024f658e6f5c230.png,WIN_20260823_20_23_45_Pro_jpg,train,f7881a956005527af638cbba50b7c9c83ffc7d5f23aa9ed320c3169de7ca8f0c,140,640,360,4,UNKNOWN
WIN_20260823_20_23_49_Pro_jpg.rf.42be971b41516c9ef5d16a03c2ddf75e.png,WIN_20260823_20_23_49_Pro_jpg,train,3e7c14510aec82607e39f1653f5cc96ffbce7f034f7d71c9e63a87a555f5a478,140,640,360,5,UNKNOWN
WIN_20260823_20_23_52_Pro_jpg.rf.25b4e2a8e68f6b6ca7030b8ec2b34a28.png,WIN_20260823_20_23_52_Pro_jpg,train,70b19b97d2f5121a24806fb41befd0271bb4cd1afffa01bb93bed19467a16303,140,640,360,5,UNKNOWN
WIN_20260823_20_23_56_Pro_jpg.rf.3a299b32673d11a5ecc459e828b1b83d.png,WIN_20260823_20_23_56_Pro_jpg,train,a7c7b57e6061c36612830ff83f4a5051f307ef3ae30fd2f1d1b207c67aac1239,140,640,360,6,UNKNOWN
WIN_20260823_20_24_10_Pro_jpg.rf.4803fb884f6ed610515afda88d8faf77.png,WIN_20260823_20_24_10_Pro_jpg,train,2789c6d8dac2eec9423999d3e15bd98e6099e5b38f9f493d92e68dc0eba62c5a,140,640,360,5,UNKNOWN
WIN_20260823_20_24_20_Pro_jpg.rf.0387033b2208546f0189f5e555ccba0d.png,WIN_20260823_20_24_20_Pro_jpg,train,615d086a0f9c51ded78dc0445595c9260996044e16b1a0521674e4c6b23b006a,140,640,360,5,UNKNOWN
WIN_20260823_20_24_23_Pro_jpg.rf.3f05b0e785fe662fb9f7c8ef5fb9aec9.png,WIN_20260823_20_24_23_Pro_jpg,train,e53af12ffabdce781eea1ad50752213bbf958fcb8a3d65d21ecee216ca2b9a40,140,640,360,4,UNKNOWN
WIN_20260823_20_24_27_Pro_jpg.rf.0c0d72afa42276b37e826fe5ecce4671.png,WIN_20260823_20_24_27_Pro_jpg,train,f5c20ac9ab42b9706c3b8f444c267e87f43375cd9888fb842d620c544d20d5a9,140,640,360,6,UNKNOWN
WIN_20260823_20_24_33_Pro_jpg.rf.10a15a8bd4cdc55845a324c08837602c.png,WIN_20260823_20_24_33_Pro_jpg,train,26950fa6473e6a4a6266f79fe7cf6351e79626041a47898481490072396a9636,140,640,360,4,UNKNOWN
WIN_20260823_20_24_37_Pro_jpg.rf.6029ef5562f01caa4c947595ed0dcd9b.png,WIN_20260823_20_24_37_Pro_jpg,train,615e264e2cb6ba2670244ba4616d8bf6d3ade1a96cea2c2c52a1bfe34a70cee9,140,640,360,5,UNKNOWN
WIN_20260823_20_24_38_Pro_jpg.rf.54f1b788e00ba6993293ca4a89e66964.png,WIN_20260823_20_24_38_Pro_jpg,train,4be0d76558bc567f8eea75f6633fe7fab0f1e61ff68b6678c6b4d97fc8dc7e3b,140,640,360,5,UNKNOWN
WIN_20260823_20_24_41_Pro_jpg.rf.74237422f8528b83b708700f34a9517c.png,WIN_20260823_20_24_41_Pro_jpg,train,8a622b7d0188ee9c2064c280aed135569e638aba8b3e7acfa44f029ba47f952e,140,640,360,6,UNKNOWN
WIN_20260823_20_24_45_Pro_jpg.rf.0e077e05f1b84b6a2323f2822d64c9b3.png,WIN_20260823_20_24_45_Pro_jpg,train,3bef20e5e517ac06c31f51af33442c20d130f7b074b993bb20d8833cc8276c74,140,640,360,4,UNKNOWN
WIN_20260823_20_25_03_Pro-1-_jpg.rf.5267f8ad801da144f2e02d1748ae96f0.png,WIN_20260823_20_25_03_Pro-1-_jpg,train,a7de875e75d5b3621942dc17f68d5e909e006e0922c687572b8f76d3df7710c9,140,640,360,6,UNKNOWN
WIN_20260823_20_25_05_Pro_jpg.rf.07c4947d448e157cf7fa79fe4e77c460.png,WIN_20260823_20_25_05_Pro_jpg,train,cb6da47db6d6ca42ead279dcbc61f942b101704fb86741a9b40d13157316cfbb,140,640,360,6,UNKNOWN
WIN_20260823_20_25_08_Pro_jpg.rf.95b2c75fadd70f5f4889f753fe0b1ef8.png,WIN_20260823_20_25_08_Pro_jpg,train,3129f7d8631dfc6eed11f592b5a00ce9f234b1a3bf230e068b4138b091be8546,140,640,360,4,UNKNOWN
WIN_20260823_20_25_09_Pro-1-_jpg.rf.508a826e9e51bf24d575fb88bed0486e.png,WIN_20260823_20_25_09_Pro-1-_jpg,train,c0d82396bd847a6e31e54400d0e763457fe4574d538928e1aa445d1dcd6e6696,140,640,360,4,UNKNOWN
WIN_20260823_20_25_11_Pro_jpg.rf.8ce4cbde158a8eba8cad59af6d67528b.png,WIN_20260823_20_25_11_Pro_jpg,train,1858b25706dfc7ebabddca0614a8a5ac39af3cb255a2a9cf4094978c6efdaf8a,140,640,360,6,UNKNOWN
WIN_20260823_20_25_12_Pro_jpg.rf.0de5c0be55d0c7bfaae978643b4898fc.png,WIN_20260823_20_25_12_Pro_jpg,train,151785e0fce9813636c34bbc2556e79e083eb3f0089cfd4c3988b197f5066188,140,640,360,6,UNKNOWN
WIN_20260823_20_25_14_Pro_jpg.rf.96bc9ec0a126ed0847a412e2e5f01508.png,WIN_20260823_20_25_14_Pro_jpg,train,9befc5733af6dc4ba3a58df1f454df1d3eb253c115940d1805f58278b45040c1,140,640,360,6,UNKNOWN
WIN_20260823_20_25_16_Pro_jpg.rf.325fc392e63ba72b40f33a4e2453d335.png,WIN_20260823_20_25_16_Pro_jpg,train,bdbc35e18f391e01ce8ee16e28ee47db618a59e1b97225d7deee302854e0b91f,140,640,360,4,UNKNOWN
WIN_20260823_20_25_18_Pro_jpg.rf.631a3cbaf6c12e8b51ed51ae9710268b.png,WIN_20260823_20_25_18_Pro_jpg,train,2f2e4c9f6b35312f42b26eea72fc3992b5fc787616ddb7ee8fc78d71e1146eac,140,640,360,6,UNKNOWN
WIN_20260823_20_25_20_Pro_jpg.rf.114b254089bc60453c429da4fcd6dc79.png,WIN_20260823_20_25_20_Pro_jpg,train,c9f37a210477d1bf3b570688250157fb4525658fe395d316b21be76230675859,140,640,360,6,UNKNOWN
WIN_20260823_20_34_04_Pro_jpg.rf.2301a01247fdd8f1c2d203c8ffe9e40d.png,WIN_20260823_20_34_04_Pro_jpg,train,99d87e247939f956ae22c3ef1ae02a31536bf5bbe18e5a549d5e2163324db5c6,140,640,360,9,UNKNOWN
WIN_20260823_20_34_06_Pro_jpg.rf.41b1ec124a8fafca09e39dad8e311b2b.png,WIN_20260823_20_34_06_Pro_jpg,train,5f05e2fdd79c19382ec20984febbc0b843674bfc7742e35761c0204de93bfdfb,140,640,360,11,UNKNOWN
WIN_20260823_20_34_09_Pro_jpg.rf.0598a9a0b4a0bc9f6b5abcd2234b1ebe.png,WIN_20260823_20_34_09_Pro_jpg,train,23bed7632c17f387bb971b7f89880c812996242a17b548b243aba2a683f1e13e,140,640,360,10,UNKNOWN
WIN_20260823_20_34_11_Pro_jpg.rf.1fc65e049e888b61fbf93110f620586c.png,WIN_20260823_20_34_11_Pro_jpg,train,cb60d591fa2ca3f5994627889f40d3134446cfe875ff4d2e598e1f08e1f2ac39,140,640,360,10,UNKNOWN
WIN_20260823_20_34_12_Pro-1-_jpg.rf.0344b1f577103b5deb0ac12fefcd1833.png,WIN_20260823_20_34_12_Pro-1-_jpg,train,12cc870d53ac298329b375887daa700ad32035a7ec5bfb4a8e628b4c3acdd235,140,640,360,15,UNKNOWN
