canonical_split,canonical_filename,source_export_split,source_image_id,source_filename,source_group,leakage_group,sha256,width,height,annotation_count,class_counts_json
train,aef19a6a011e_1000094983_jpg.rf.ef111b3a20a4eb2cfb4eb63b9538a091.jpg,train,159,1000094983_jpg.rf.ef111b3a20a4eb2cfb4eb63b9538a091.jpg,1000094983.jpg,1000094983.jpg,aef19a6a011ee3c70fa16c12c7be49aade97ce1eceb8c01316c546e65f7184b8,640,640,4,"{""0"":4,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,fa2e828b96c6_1000094983_jpg.rf.4902787c27f650de1efaf28990c6aa37.jpg,train,508,1000094983_jpg.rf.4902787c27f650de1efaf28990c6aa37.jpg,1000094983.jpg,1000094983.jpg,fa2e828b96c617212b10b8293a5ff6986150d3358872c867edd9e5d04bdb9115,640,640,4,"{""0"":4,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,7f1fd6660613_1000094983_jpg.rf.c54932d6eda271c344a14629ff189e9c.jpg,train,702,1000094983_jpg.rf.c54932d6eda271c344a14629ff189e9c.jpg,1000094983.jpg,1000094983.jpg,7f1fd6660613e641f9681c9b088dbae3c3ba340a105903dffb74ad92853e9a8c,640,640,4,"{""0"":4,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,6a34f187c7b7_1000094984_jpg.rf.b53756d717faa18af0fd4e2699bc8250.jpg,train,309,1000094984_jpg.rf.b53756d717faa18af0fd4e2699bc8250.jpg,1000094984.jpg,1000094984.jpg,6a34f187c7b7961337fc28ab6fd26ffeff84330ccf799869d17d5169a20d8af3,640,640,11,"{""0"":0,""1"":0,""2"":0,""3"":8,""4"":1,""5"":2,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,481af0eaffda_1000094984_jpg.rf.bf6f0187cc2af08136ccebb26d109372.jpg,train,356,1000094984_jpg.rf.bf6f0187cc2af08136ccebb26d109372.jpg,1000094984.jpg,1000094984.jpg,481af0eaffdae95b32cd1c1289b82f779be85476d089130841881af5b6d4ab5f,640,640,11,"{""0"":0,""1"":0,""2"":0,""3"":8,""4"":1,""5"":2,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,d474beda2a0d_1000094984_jpg.rf.083c047101df62435ccf3184566b0560.jpg,train,769,1000094984_jpg.rf.083c047101df62435ccf3184566b0560.jpg,1000094984.jpg,1000094984.jpg,d474beda2a0d44347494eee4c22a1596e3e9f3927d960d6b3608082d662ef29b,640,640,11,"{""0"":0,""1"":0,""2"":0,""3"":8,""4"":1,""5"":2,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,8b658165f21c_1000094985_jpg.rf.ab51f4349cba1187d3a525ca54a2936e.jpg,train,225,1000094985_jpg.rf.ab51f4349cba1187d3a525ca54a2936e.jpg,1000094985.jpg,1000094985.jpg,8b658165f21cec391e6b6b2638c2eaad313da2d25e76cb36a8b82ec7ddd02ec4,640,640,18,"{""0"":0,""1"":0,""2"":0,""3"":8,""4"":7,""5"":3,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,1fbc6dccb2b4_1000094985_jpg.rf.bee26763f25beec41d72873901d3a864.jpg,train,313,1000094985_jpg.rf.bee26763f25beec41d72873901d3a864.jpg,1000094985.jpg,1000094985.jpg,1fbc6dccb2b4d1334802ff6fd16b60889390efcc8e4ba8acd8d7074b074dec91,640,640,18,"{""0"":0,""1"":0,""2"":0,""3"":8,""4"":7,""5"":3,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,653d8508935b_1000094985_jpg.rf.8d88e1d4a9cc27c823e9aafb0d08ef12.jpg,train,547,1000094985_jpg.rf.8d88e1d4a9cc27c823e9aafb0d08ef12.jpg,1000094985.jpg,1000094985.jpg,653d8508935b3a6fc7d53c5d38c874f6766577de40587d578cbbf831c752677f,640,640,18,"{""0"":0,""1"":0,""2"":0,""3"":8,""4"":7,""5"":3,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,1a6241acb872_1000094986_jpg.rf.0fac5568f17a23b28df41a4e06e275c9.jpg,train,182,1000094986_jpg.rf.0fac5568f17a23b28df41a4e06e275c9.jpg,1000094986.jpg,1000094986.jpg,1a6241acb872ccbabdf5da6f4c0d1c45faf4540c337e8ed35aea5023114c9316,640,640,19,"{""0"":0,""1"":0,""2"":0,""3"":9,""4"":6,""5"":4,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,f092de2b6183_1000094986_jpg.rf.452e00773a00d72416b7845ec660c4f2.jpg,train,202,1000094986_jpg.rf.452e00773a00d72416b7845ec660c4f2.jpg,1000094986.jpg,1000094986.jpg,f092de2b618319997956b2ec9089c9308697ea89edf4db3022421a52eaa86a64,640,640,19,"{""0"":0,""1"":0,""2"":0,""3"":9,""4"":6,""5"":4,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,19501910ddb3_1000094986_jpg.rf.a6236a78f70b1481802a088b04998f5e.jpg,train,29,1000094986_jpg.rf.a6236a78f70b1481802a088b04998f5e.jpg,1000094986.jpg,1000094986.jpg,19501910ddb3616d2333012ccbc79e8b22f0cfbc3c39cb184f8cd054012d8fa2,640,640,19,"{""0"":0,""1"":0,""2"":0,""3"":9,""4"":6,""5"":4,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,b725cce7cce7_1000094987-1-_jpg.rf.3ba341de0fca2bfc23d6defeb2f03d9f.jpg,train,530,1000094987-1-_jpg.rf.3ba341de0fca2bfc23d6defeb2f03d9f.jpg,1000094987-1-.jpg,1000094987-1-.jpg,b725cce7cce790870a99a0d59da0a78eec20853782ca97f40b86f20ace86d970,640,640,11,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":6,""7"":5,""8"":0,""9"":0,""10"":0,""11"":0}"
train,e1d4f73422ba_1000094987-1-_jpg.rf.7bed1231409bb4194a129e7c50934782.jpg,train,551,1000094987-1-_jpg.rf.7bed1231409bb4194a129e7c50934782.jpg,1000094987-1-.jpg,1000094987-1-.jpg,e1d4f73422ba05e59272b28ad855db62ecc3cf0433e55175a952d5b6e2d6c001,640,640,11,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":6,""7"":5,""8"":0,""9"":0,""10"":0,""11"":0}"
train,ce3cfbe3b14b_1000094987-1-_jpg.rf.0b222bd55e354d818d5a9a154d01144c.jpg,train,857,1000094987-1-_jpg.rf.0b222bd55e354d818d5a9a154d01144c.jpg,1000094987-1-.jpg,1000094987-1-.jpg,ce3cfbe3b14b2ebbe4c4ac46ba265c77dd4d41bd3fce917334ea42908e0a2135,640,640,11,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":6,""7"":5,""8"":0,""9"":0,""10"":0,""11"":0}"
train,8d43d7182b41_1000094988_jpg.rf.9793c18dd4d03a7bae1308287b2c70ee.jpg,train,171,1000094988_jpg.rf.9793c18dd4d03a7bae1308287b2c70ee.jpg,1000094988.jpg,1000094988.jpg,8d43d7182b414a1270c216dabe100e55757b8c990bf8cbbef90a31781da60dd0,640,640,15,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":1,""6"":4,""7"":7,""8"":3,""9"":0,""10"":0,""11"":0}"
train,b2a0b6b3d8c9_1000094988_jpg.rf.4eb34ce23e5ba430396146f8f9b86471.jpg,train,411,1000094988_jpg.rf.4eb34ce23e5ba430396146f8f9b86471.jpg,1000094988.jpg,1000094988.jpg,b2a0b6b3d8c980e832a448ea70d75485a8c95c74d79691bfa0e840c743bf8b27,640,640,15,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":1,""6"":4,""7"":7,""8"":3,""9"":0,""10"":0,""11"":0}"
train,6ffa3204a2a3_1000094990_jpg.rf.1d4ba0e4514295e0bbc975df3d78bde5.jpg,test,3,1000094990_jpg.rf.1d4ba0e4514295e0bbc975df3d78bde5.jpg,1000094990.jpg,1000094990.jpg,6ffa3204a2a396aa07b21632317f06e513f14cd90a4f9e6ae4a7e8b1b9b19e45,640,640,12,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":6,""7"":5,""8"":1,""9"":0,""10"":0,""11"":0}"
train,4615ee101430_1000094991_jpg.rf.b2c64f6c6c411e1bdf05c280db4b6363.jpg,valid,0,1000094991_jpg.rf.b2c64f6c6c411e1bdf05c280db4b6363.jpg,1000094991.jpg,1000094991.jpg,4615ee101430cf162dbf482bf1a5d5b98c050707ac5986875f4d34cc5b646dd1,640,640,12,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":1,""6"":4,""7"":5,""8"":2,""9"":0,""10"":0,""11"":0}"
train,9a12c1f792d7_WIN_20260823_20_08_46_Pro_jpg.rf.adb30268d00d4fbe790909029102cac3.jpg,train,242,WIN_20260823_20_08_46_Pro_jpg.rf.adb30268d00d4fbe790909029102cac3.jpg,WIN_20260823_20_08_46_Pro.jpg,WIN_20260823_20_08_46_Pro.jpg,9a12c1f792d7a215e502fdaea618fd9810efc73cef895d2c00b674e5308ff46b,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,e53ed104a5ea_WIN_20260823_20_08_46_Pro_jpg.rf.3eae3b14435dc537f99bf255bb85b9a2.jpg,train,476,WIN_20260823_20_08_46_Pro_jpg.rf.3eae3b14435dc537f99bf255bb85b9a2.jpg,WIN_20260823_20_08_46_Pro.jpg,WIN_20260823_20_08_46_Pro.jpg,e53ed104a5eae06570d0ac44c0aa9273a859a1da645b12087b131a6554a6a01d,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,5d26b7fe9d1e_WIN_20260823_20_08_46_Pro_jpg.rf.0ca40df9451136f390d82adf68386ed7.jpg,train,855,WIN_20260823_20_08_46_Pro_jpg.rf.0ca40df9451136f390d82adf68386ed7.jpg,WIN_20260823_20_08_46_Pro.jpg,WIN_20260823_20_08_46_Pro.jpg,5d26b7fe9d1e55e48a69afbc94cc91dfb0c550dd0cebf6fad66aafaa9916d1d1,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,a9e35e14b158_WIN_20260823_20_09_56_Pro_jpg.rf.50dd1be2478982a1aa34ec5cd47279bd.jpg,train,114,WIN_20260823_20_09_56_Pro_jpg.rf.50dd1be2478982a1aa34ec5cd47279bd.jpg,WIN_20260823_20_09_56_Pro.jpg,WIN_20260823_20_09_56_Pro.jpg,a9e35e14b158d55d18eb40961437ff66dabc8b604b452facd8d11e7f20892a91,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,bffa4aa95304_WIN_20260823_20_09_56_Pro_jpg.rf.15aa3e77713305b1cffd9cfcd877d486.jpg,train,413,WIN_20260823_20_09_56_Pro_jpg.rf.15aa3e77713305b1cffd9cfcd877d486.jpg,WIN_20260823_20_09_56_Pro.jpg,WIN_20260823_20_09_56_Pro.jpg,bffa4aa9530420f8ef78bbe4308e6b657c9f9730309f6e1f2e924abab85eedcb,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,58f99ed0db34_WIN_20260823_20_09_56_Pro_jpg.rf.7d16e60918cf4f7137c8a6b4ac1db057.jpg,train,634,WIN_20260823_20_09_56_Pro_jpg.rf.7d16e60918cf4f7137c8a6b4ac1db057.jpg,WIN_20260823_20_09_56_Pro.jpg,WIN_20260823_20_09_56_Pro.jpg,58f99ed0db345160c9631a99a90651d0b06b36a0920af1854de5a8e4d9da8c4d,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,6132f679d841_WIN_20260823_20_10_03_Pro_jpg.rf.8733c57703f2a0d6aeb6ef68de062273.jpg,train,339,WIN_20260823_20_10_03_Pro_jpg.rf.8733c57703f2a0d6aeb6ef68de062273.jpg,WIN_20260823_20_10_03_Pro.jpg,WIN_20260823_20_10_03_Pro.jpg,6132f679d841b3dffc0efab08c3073b9f8023f47a4f50b7b2e532f4208a6acd1,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,5d4ec275be6c_WIN_20260823_20_10_03_Pro_jpg.rf.6a4a8456c49bcd95ef86466068674c0b.jpg,train,498,WIN_20260823_20_10_03_Pro_jpg.rf.6a4a8456c49bcd95ef86466068674c0b.jpg,WIN_20260823_20_10_03_Pro.jpg,WIN_20260823_20_10_03_Pro.jpg,5d4ec275be6c1373b1eda84e187d40c6e102a7dfe8e6a1852fb0ad17bc13fafe,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,66a9a22ef070_WIN_20260823_20_10_03_Pro_jpg.rf.538f8c9d25d95b3936035d6b20bf4537.jpg,train,688,WIN_20260823_20_10_03_Pro_jpg.rf.538f8c9d25d95b3936035d6b20bf4537.jpg,WIN_20260823_20_10_03_Pro.jpg,WIN_20260823_20_10_03_Pro.jpg,66a9a22ef0703a97a33485173a0d3e657ebc35750872130966149575009e66b1,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,9baf4acad31b_WIN_20260823_20_10_07_Pro_jpg.rf.bf4c016dea7d84c6ac57bb19f0cdc76f.jpg,train,104,WIN_20260823_20_10_07_Pro_jpg.rf.bf4c016dea7d84c6ac57bb19f0cdc76f.jpg,WIN_20260823_20_10_07_Pro.jpg,WIN_20260823_20_10_07_Pro.jpg,9baf4acad31bea5416308b6a0038383af31e76d16046030a384b6e964340a464,640,640,3,"{""0"":1,""1"":1,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,0b9f9e86c97e_WIN_20260823_20_10_07_Pro_jpg.rf.4249d479436e29a09ec0b06372e0fd89.jpg,train,781,WIN_20260823_20_10_07_Pro_jpg.rf.4249d479436e29a09ec0b06372e0fd89.jpg,WIN_20260823_20_10_07_Pro.jpg,WIN_20260823_20_10_07_Pro.jpg,0b9f9e86c97ed0f707372dface175a029de0a0ea66eca85b6f9f5d908493667c,640,640,3,"{""0"":1,""1"":1,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,dce353c06345_WIN_20260823_20_10_07_Pro_jpg.rf.1189821d2d438ac1059a99085e1a2829.jpg,train,825,WIN_20260823_20_10_07_Pro_jpg.rf.1189821d2d438ac1059a99085e1a2829.jpg,WIN_20260823_20_10_07_Pro.jpg,WIN_20260823_20_10_07_Pro.jpg,dce353c06345fb8ca4f1138e2dd116c620e7a8c892d3544ec3fd96b8baa31c2c,640,640,3,"{""0"":1,""1"":1,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,2525dd5e6f88_WIN_20260823_20_10_24_Pro_jpg.rf.abc639fef370725b93b33da3ffd97281.jpg,train,208,WIN_20260823_20_10_24_Pro_jpg.rf.abc639fef370725b93b33da3ffd97281.jpg,WIN_20260823_20_10_24_Pro.jpg,WIN_20260823_20_10_24_Pro.jpg,2525dd5e6f8832fb2e19b7338dc47278a311b6f2bcb82d185baf263e0a03b79a,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,2cdc89ffae94_WIN_20260823_20_10_24_Pro_jpg.rf.c4740693f8710146d8ccc7a04ef980a0.jpg,train,410,WIN_20260823_20_10_24_Pro_jpg.rf.c4740693f8710146d8ccc7a04ef980a0.jpg,WIN_20260823_20_10_24_Pro.jpg,WIN_20260823_20_10_24_Pro.jpg,2cdc89ffae9439f86bc0ab7123be2a104c0fbf4d2a904d9c576b04b714c1b51a,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,1aae9632e78b_WIN_20260823_20_10_24_Pro_jpg.rf.a869c4af9c5c1ab9c898dff8c336b12e.jpg,train,538,WIN_20260823_20_10_24_Pro_jpg.rf.a869c4af9c5c1ab9c898dff8c336b12e.jpg,WIN_20260823_20_10_24_Pro.jpg,WIN_20260823_20_10_24_Pro.jpg,1aae9632e78bbd7e0352971991f3a933bde433adbb9bda9be23a24ebdcc557f5,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,96669a5e05f0_WIN_20260823_20_10_47_Pro_jpg.rf.2d4713570a42b4a025e352ccbe15a225.jpg,train,141,WIN_20260823_20_10_47_Pro_jpg.rf.2d4713570a42b4a025e352ccbe15a225.jpg,WIN_20260823_20_10_47_Pro.jpg,WIN_20260823_20_10_47_Pro.jpg,96669a5e05f012b19499ce9a203b6bd15dd9767593cc21c249434339b9ef40e5,640,640,5,"{""0"":1,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,6a5a2a1ff86b_WIN_20260823_20_10_47_Pro_jpg.rf.ae737f69d9c5ec2924a38d8db4e55421.jpg,train,524,WIN_20260823_20_10_47_Pro_jpg.rf.ae737f69d9c5ec2924a38d8db4e55421.jpg,WIN_20260823_20_10_47_Pro.jpg,WIN_20260823_20_10_47_Pro.jpg,6a5a2a1ff86b8595bc5586d5173144ff9899056ccb2b5f280ab9af4862b56818,640,640,5,"{""0"":1,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,8f7250a0c71a_WIN_20260823_20_10_47_Pro_jpg.rf.d7a97130b22265e639d46e0e4b6deec0.jpg,train,563,WIN_20260823_20_10_47_Pro_jpg.rf.d7a97130b22265e639d46e0e4b6deec0.jpg,WIN_20260823_20_10_47_Pro.jpg,WIN_20260823_20_10_47_Pro.jpg,8f7250a0c71a6c973aeefe5c36fdebd8600219ce54a54c9098f1e904cf66e74c,640,640,5,"{""0"":1,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,b59ab6808786_WIN_20260823_20_10_50_Pro_jpg.rf.b7d7befc60a3ae354ddfcdddcb5682aa.jpg,train,310,WIN_20260823_20_10_50_Pro_jpg.rf.b7d7befc60a3ae354ddfcdddcb5682aa.jpg,WIN_20260823_20_10_50_Pro.jpg,WIN_20260823_20_10_50_Pro.jpg,b59ab6808786646c184cf09206d3e525c2bb0332d3d40d16d0595309fdf4621c,640,640,5,"{""0"":3,""1"":2,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,9a7f619a456c_WIN_20260823_20_10_50_Pro_jpg.rf.5dc67ea12cd19f5040ba0f04c9e47d4e.jpg,train,58,WIN_20260823_20_10_50_Pro_jpg.rf.5dc67ea12cd19f5040ba0f04c9e47d4e.jpg,WIN_20260823_20_10_50_Pro.jpg,WIN_20260823_20_10_50_Pro.jpg,9a7f619a456cb067040a8daf3cab5b8c699cdac13dc0bd0adb0163cb9be60fdd,640,640,5,"{""0"":3,""1"":2,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,908dfcdbf899_WIN_20260823_20_10_50_Pro_jpg.rf.cc658eff484e92566f1d64805a176154.jpg,train,705,WIN_20260823_20_10_50_Pro_jpg.rf.cc658eff484e92566f1d64805a176154.jpg,WIN_20260823_20_10_50_Pro.jpg,WIN_20260823_20_10_50_Pro.jpg,908dfcdbf899684f3960c2b390f468ac65146f2ab42d3ad63f5501cc4c82973e,640,640,5,"{""0"":3,""1"":2,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,d4900350b434_WIN_20260823_20_10_54_Pro_jpg.rf.860c093cfe9b3b1bc88df1823a3c8445.jpg,train,351,WIN_20260823_20_10_54_Pro_jpg.rf.860c093cfe9b3b1bc88df1823a3c8445.jpg,WIN_20260823_20_10_54_Pro.jpg,WIN_20260823_20_10_54_Pro.jpg,d4900350b4342b4116ad1a2dcd09ca44f15dc40ad693c9e4cb5bacb79de5c7ba,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,00c137639b8c_WIN_20260823_20_10_54_Pro_jpg.rf.3ff6fc085171de348e36b8cd8b5b356a.jpg,train,692,WIN_20260823_20_10_54_Pro_jpg.rf.3ff6fc085171de348e36b8cd8b5b356a.jpg,WIN_20260823_20_10_54_Pro.jpg,WIN_20260823_20_10_54_Pro.jpg,00c137639b8ca6e6f1ff4772508069666e57d14f126f53eca97232e12ba27330,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,7ca28769925d_WIN_20260823_20_10_54_Pro_jpg.rf.ce8c703174758ca679393634b5e99fe4.jpg,train,698,WIN_20260823_20_10_54_Pro_jpg.rf.ce8c703174758ca679393634b5e99fe4.jpg,WIN_20260823_20_10_54_Pro.jpg,WIN_20260823_20_10_54_Pro.jpg,7ca28769925d9d6893347904d9441297832a80982015a4815356e769e04ca209,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
